city,unique_buildings,count
Kansas City,4 Finuncey building,439
Kansas City,400 N. . Life building,439
Kansas City,400 Ridge building,439
Kansas City,401 N. Y. Life building,439
Kansas City,402 Kelth  Ferry building,439
Kansas City,402 Scarritt building,439
Kansas City,404 Finance building,439
Kansas City,404 Victor building,439
Kansas City,405 Finance building,439
Kansas City,406 Commerce building,439
Kansas City,406 N. Y. Life building,439
Kansas City,406-7 Sharp building,439
Kansas City,407 Commerce building,439
Kansas City,407 Rialto building,439
Kansas City,408 Gumbel building,439
Kansas City,408 Scarritt building,439
Kansas City,408-10 Gumbel building,439
Kansas City,408-109 Gumbel building,439
Kansas City,409 Dwight building,439
Kansas City,410 New Eng. building,439
Kansas City,412 Com. building,439
Kansas City,412 Commerce building,439
Kansas City,412 Gumbel building,439
Kansas City,412 Ridge building,439
Kansas City,413 Com. building,439
Kansas City,414-15 Finance building,439
Kansas City,415 Res. Bank building,439
Kansas City,415 Res. Bonk building,439
Kansas City,415 Rialto building,439
Kansas City,418 R. A. Long building,439
Kansas City,420 Reliance building,439
Kansas City,421 Commerce building,439
Kansas City,421 Ridge building,439
Kansas City,422 American Bank building,439
Kansas City,424 Dwight building,439
Kansas City,42] Amer. Bank building,439
Kansas City,439 Sheldley building,439
Kansas City,442 Sheidley building,439
Kansas City,448 Sheidley building,439
Kansas City,449 New Ridge building,439
Kansas City,464 Sheidley building,439
Kansas City,496 Miasour building,439
Kansas City,498 Commerce building,439
Kansas City,4lu Scarritt building,439
Kansas City,500 Victor building,439
Kansas City,502 Shukert building,439
Kansas City,504 Victor building,439
Kansas City,505 Finance building,439
Kansas City,506 Finance building,439
Kansas City,506 Sharp building,439
Kansas City,508 Massachusetts building,439
Kansas City,510 Bryant building,439
Kansas City,510 Mass. building,439
Kansas City,512 N. Y. Life building,439
Kansas City,516 K. C. Life building,439
Kansas City,517 N. . Life building,439
Kansas City,526 Scarritt building,439
Kansas City,5649 Gibraltar building,439
Kansas City,568 Sheidley building,439
Kansas City,601 Kemper building,439
Kansas City,602 Mass. building,439
Kansas City,602 N. Y. T.ife building,439
Kansas City,603 Mass. building,439
Kansas City,604 K. C. Life building,439
Kansas City,604 Mase. building,439
Kansas City,604 Victor building,439
Kansas City,604-5 Dwight building,439
Kansas City,605 New Eng. building,439
Kansas City,606 K. C. Life building,439
Kansas City,606 Sharp building,439
Kansas City,606 Shukert building,439
Kansas City,607 Rialto building,439
Kansas City,607-9 Rialto building,439
Kansas City,608 Scarritt building,439
Kansas City,608 Sharp building,439
Kansas City,609 Mass. building,439
Kansas City,609 New Eng. building,439
Kansas City,609 Ridge building,439
Kansas City,609 Scarritt building,439
Kansas City,610 RK. A. Long building,439
Kansas City,610 Rellance building,439
Kansas City,611 Bryant building,439
Kansas City,611 Gloyd building,439
Kansas City,612 R. A. Long building,439
Kansas City,612-13 Shukert building,439
Kansas City,613 Gloyd building,439
Kansas City,614 Bryant building,439
Kansas City,614 Gumbel building,439
Kansas City,614 R. A. Long building,439
Kansas City,614 Snukert building,439
Kansas City,615 Commerce building,439
Kansas City,616 N. Y. Life building,439
Kansas City,616 Rea. Bank building,439
Kansas City,618 Dwight building,439
Kansas City,618 Scarritt building,439
Kansas City,619 Ridge building,439
Kansas City,620 Scarritt building,439
Kansas City,623 Dwight building,439
Kansas City,624 Dwight building,439
Kansas City,626 Reserve Bank building,439
Kansas City,628 Scarritt building,439
Kansas City,658 Sheidley building,439
Kansas City,693 Dwight building,439
Kansas City,699 Victor building,439
Kansas City,7 Ricksecker building,439
Kansas City,702 N. Y. Life building,439
Kansas City,703 Com. building,439
Kansas City,703 Commerco building,439
Kansas City,704 Commerce building,439
Kansas City,7067 Scarritt building,439
Kansas City,708 Deight building,439
Kansas City,708 Finance building,439
Kansas City,708 Sharp building,439
Kansas City,708 Victor building,439
Kansas City,709 Commerce building,439
Kansas City,709 N. Y. Life building,439
Kansas City,709 Victor building,439
Kansas City,714 Dwight building,439
Kansas City,714 N. Y. Life building,439
Kansas City,716 Dwight building,439
Kansas City,716 Res. Bank building,439
Kansas City,716 Reserve Bank building,439
Kansas City,717 Finance building,439
Kansas City,717 N. Y. Life building,439
Kansas City,720 Commerce building,439
Kansas City,724 Dwight building,439
Kansas City,727 N. Y. Life building,439
Kansas City,730 N. Y. Life building,439
Kansas City,739 Reservo Bank building,439
Kansas City,782 N. . Life building,439
Kansas City,783 N. Y. Life building,439
Kansas City,8-4 Gibraltar building,439
Kansas City,8. Inv. Co. 389 N. Y. Tife building,439
Kansas City,8. Walter  Co.. 214 KC. Life building,439
Kansas City,800 Victor building,439
Kansas City,801 Commerce building,439
Kansas City,801-2 Gloyd building,439
Kansas City,803 Com. building,439
Kansas City,805 Gloy building,439
Kansas City,806 Gloyd building,439
Kansas City,806 R. A. Long building,439
Kansas City,806 Victor building,439
Kansas City,806-7 New England building,439
Kansas City,807 Com. building,439
Kansas City,808 R. Long building,439
Kansas City,810 Victor building,439
Kansas City,812 Century building,439
Kansas City,812 Scarritt building,439
Kansas City,815 Am. Bank building,439
Kansas City,815 Rellance building,439
Kansas City,817 Ridge building,439
Kansas City,817-20 Finance building,439
Kansas City,818 Ridge building,439
Kansas City,819 RelJance building,439
Kansas City,82 Res Rank building,439
Kansas City,821 Commerce building,439
Kansas City,822 Portsmnuth building,439
Kansas City,822 Res Bank building,439
Kansas City,822 Res. Bank building,439
Kansas City,823 Ridge building,439
Kansas City,823 Scarritt building,439
Kansas City,831 Commerce building,439
Kansas City,831 New Ridge building,439
Kansas City,836 N. Y. Life building,439
Kansas City,843 Ridge building,439
Kansas City,847-8 Ridge building,439
Kansas City,887 Res. Bank building,439
Kansas City,889 Ridge building,439
Kansas City,901 Com. building,439
Kansas City,901 Commerce building,439
Kansas City,902 Commerce building,439
Kansas City,906 N. Y. Life building,439
Kansas City,906 Sharp building,439
Kansas City,908 N. Y. Life building,439
Kansas City,918 Com. building,439
Kansas City,920 Commerce building,439
Kansas City,928 N. Y. Life building,439
Kansas City,961 N. Y. Life building,439
Kansas City,A Mass. building,439
Kansas City,A Pitrat. 812 Reliance building,439
Kansas City,A. MAR 1303 Commerce building,439
Kansas City,A. Stevens 403-4 K. . Life building,439
Kansas City,A. Winn. 207 R A. Long building,439
Kansas City,Bank building,439
Kansas City,Bank. building,439
Kansas City,Bunker building,439
Kansas City,C. Platt  Co.. 215 Rea_Bank building,439
Kansas City,Carrabine  Co.. 628 Scarritt building,439
Kansas City,Chrisman-Sawyer Bank. building,439
Kansas City,Co.. 205 R. A. Lang building,439
Kansas City,Co.. 206 Vietor building,439
Kansas City,Co.. 211 K.  P. building,439
Kansas City,Co.. 418 Com building,439
Kansas City,Co.. 420 Dwixht building,439
Kansas City,Co.. 424-6 Finance building,439
Kansas City,Commercial Bank. building,439
Kansas City,Copley. 403 Nelson building,439
Kansas City,D. Judy 1026 Commerce building,439
Kansas City,D. Parker  Co.. 1at Nat. Bank building,439
Kansas City,D. Rice Realty Co.. 1118 Com. building,439
Kansas City,D. Train. 108 Keith  Perrv building,439
Kansas City,Dwight building,439
Kansas City,EB. Van Dusen. 204 R. A. Long building,439
Kansas City,F. McElrov. 206 Victor building,439
Kansas City,F. Stiff Realty Co.. 692 K. C. Life building,439
Kansas City,Fi O'Loughlin. 810 Postal Tel. building,439
Kansas City,Finance building,439
Kansas City,G. Metzler. 401-2 Scarritt building,439
Kansas City,G. Sutton Realty Co.. 709 Victor building,439
Kansas City,G. W. Scarritt. 231 Scarritt building,439
Kansas City,G. Weide. 238 Res. Bank building,439
Kansas City,H. McCormick. 214 Junction building,439
Kansas City,H. Poret. 9483 N. Y. Life building,439
Kansas City,H. R MecBilroy. 204 Victor building,439
Kansas City,H. Robbine. 423 Reliance building,439
Kansas City,H. Snell  Co.. 335 Ridge building,439
Kansas City,H. Thwing. 325-6 Finance building,439
Kansas City,I. Rinker Inv. Co.. 716 Com building,439
Kansas City,J. HARTMAN. 801-4 Gloyd building,439
Kansas City,J. Miller  Co.. 303 Ridge building,439
Kansas City,J. Miller R. Ext. Co.. 507 Bryant building,439
Kansas City,J. Rittenhouse. 1119 Commerce building,439
Kansas City,J. Thomason. 616 K. . Life building,439
Kansas City,L. Mason. 584 Ridge building,439
Kansas City,L. Simpson Rite Co.. 619 Dwight building,439
Kansas City,Land Co.. 509 Scarritt building,439
Kansas City,Life building,439
Kansas City,Life building,439
Kansas City,Long. 205 Long Bros building,439
Kansas City,Long. 414 Rialto building,439
Kansas City,Lowman. 632 Scarritt building,439
Kansas City,M. McNulty. 822 Ridge building,439
Kansas City,M. Rainey. 507-8 Helst building,439
Kansas City,M. Saunders. 819 Commerce building,439
Kansas City,Mayer  Co.. 805 Missourl building,439
Kansas City,McCarthy. 804 Gumbel building,439
Kansas City,McDermott. 706 Am. Rank building,439
Kansas City,McHilroy. 803 Victar building,439
Kansas City,Merrill. 02 Nelson building,439
Kansas City,N. Y. Life building,439
Kansas City,Nat. Land Core. 606 Sharp building,439
Kansas City,Orear-Lesile building,439
Kansas City,P. Nichols  Co.. 300 Gumbel building,439
Kansas City,P. Perrin  Co.. 216 Glendale building,439
Kansas City,P. Rankin. 830 Scarritt building,439
Kansas City,P. building,439
Kansas City,P. connely 418 Ree. Bank building,439
Kansas City,Peltzer. 532 Scarritt building,439
Kansas City,Pewignt building,439
Kansas City,Prescott. 810 1st Nat. Bank. building,439
Kansas City,Raffertv Inv. Co.. 716 Com. building,439
Kansas City,Randel. 602 R. A Leong building,439
Kansas City,Ricksecker building,439
Kansas City,Robinaon. 405 Mass. building,439
Kansas City,Scarritt building,439
Kansas City,Smith. 612 Bryant building,439
Kansas City,Steel. 216 Res. Bank building,439
Kansas City,Temple building,439
Kansas City,The Cottage Man. 224 Dwight building,439
Kansas City,Threlkeld. 724 Res. Bank building,439
Kansas City,Trust building,439
Kansas City,Tuttle. 609 carritt building,439
Kansas City,V.  K. O. Rieger. 012 N. Y. Life building,439
Kansas City,Vrooman. 1103 Commerce building,439
Kansas City,W. McKamey. 604 Victor building,439
Kansas City,W. Strope. 8 Gibraltar building,439
Kansas City,W. Troup. 406 Junction building,439
Kansas City,Wood  Co.. 401 Finance building,439
Kansas City,Y. Life building,439
Kansas City,ae Finance building,439
Kansas City,building,439
Kansas City,bus Bryant building,439
Kansas City,cul Juactlon building,439
Kansas City,eae COME 06 Fidelity Tr. building,439
Kansas City,rma. 8-9 Pennock building,439
Kansas City,,439
Lexington,Trade. Co. building,2
Lexington,,2
Los Angeles,1001 Story building,439
Los Angeles,1001 Trade.  Sav. building,439
Los Angeles,1016 Wr.  Call. building,439
Los Angeles,1021 Central building,439
Los Angeles,1025 Storv building,439
Los Angeles,1034 Central building,439
Los Angeles,109 Stimson building,439
Los Angeles,1106 Story building,439
Los Angeles,1114 Union Trust building,439
Los Angeles,118 Mer. Trade. building,439
Los Angeles,118 Story building,439
Los Angeles,121 Henne building,439
Los Angeles,19 0. T. Johnson building,439
Los Angeles,19 Security building,439
Los Angeles,200 Severance building,439
Los Angeles,200 Union Trust building,439
Los Angeles,2002 Frost building,439
Los Angeles,201 Mason building,439
Los Angeles,201 Sec. building,439
Los Angeles,202 Exchange building,439
Los Angeles,202 Grant building,439
Los Angeles,2021 Story building,439
Los Angeles,203 Douglas building,439
Los Angeles,203 Trade.  Sav. building,439
Los Angeles,204 Bradbury building,439
Los Angeles,204 Currier building,439
Los Angeles,204 Trust  Sav. building,439
Los Angeles,204 Trust  vy. building,439
Los Angeles,205 Amer. Bank building,439
Los Angeles,206 Central building,439
Los Angeles,206 Frost building,439
Los Angeles,206 Grant building,439
Los Angeles,206 orory. building,439
Los Angeles,207 0. T. Johnson building,439
Los Angeles,207 Amer. Bank building,439
Los Angeles,207 Story building,439
Los Angeles,20789 W.  C. building,439
Los Angeles,208 W.  C. building,439
Los Angeles,2089 H. W. Hellman building,439
Los Angeles,209 Douglas building,439
Los Angeles,209 Higgins building,439
Los Angeles,209 Stimson building,439
Los Angeles,210 Central building,439
Los Angeles,210 H. W. Hellman building,439
Los Angeles,210 Mason building,439
Los Angeles,210 Story building,439
Los Angeles,211 Central building,439
Los Angeles,211 Douglas building,439
Los Angeles,212 Grant building,439
Los Angeles,212 Liasner building,439
Los Angeles,214 Citz. Bank building,439
Los Angeles,214 M. T. building,439
Los Angeles,214 Mer. Trust building,439
Los Angeles,214 Trade.  Sav. building,439
Los Angeles,215 Douglas building,439
Los Angeles,215 Trust  Sav. building,439
Los Angeles,216 Copp building,439
Los Angeles,218 Grant building,439
Los Angeles,219 Cit. Nat. Bank building,439
Los Angeles,220 Eachange building,439
Los Angeles,220 Exch. building,439
Los Angeles,220 Liasner building,439
Los Angeles,221 Central building,439
Los Angeles,221 H. W. Hellman building,439
Los Angeles,222 Story building,439
Los Angeles,227 Coulter building,439
Los Angeles,228 Grosse building,439
Los Angeles,228 Laughlin building,439
Los Angeles,228 Story building,439
Los Angeles,22830 zxchanee building,439
Los Angeles,229 J. W. Hellman building,439
Los Angeles,231 Mason building,439
Los Angeles,234 Cons. Realty building,439
Los Angeles,236 Mason building,439
Los Angeles,238 H. W. Hellman building,439
Los Angeles,241 Douglas building,439
Los Angeles,261 J. W. Hellman building,439
Los Angeles,268 O. T. Johnson building,439
Los Angeles,281 Mason building,439
Los Angeles,284 Mason building,439
Los Angeles,286 Bradbury building,439
Los Angeles,286 Cons. Rity building,439
Los Angeles,288 Byrne building,439
Los Angeles,30 Lisaner building,439
Los Angeles,300 Union Trust building,439
Los Angeles,301 Central building,439
Los Angeles,302 Fay building,439
Los Angeles,302 Frost building,439
Los Angeles,302 H. W. Hellman building,439
Los Angeles,303 Stimson building,439
Los Angeles,304 Fey building,439
Los Angeles,304 Grant building,439
Los Angeles,304 Lissner building,439
Los Angeles,3045 Stimson building,439
Los Angeles,306 City Nat. Bank building,439
Los Angeles,306 Fay building,439
Los Angeles,306 Mason building,439
Los Angeles,307 H. W. H. building,439
Los Angeles,307 H. W. Hellman building,439
Los Angeles,308 Bryson building,439
Los Angeles,308 Central building,439
Los Angeles,308 Currier building,439
Los Angeles,308 Laughlin building,439
Los Angeles,308 Trade.  Sav. building,439
Los Angeles,308 Trust  Sav. building,439
Los Angeles,309 Laughlin building,439
Los Angeles,312 Lissner building,439
Los Angeles,312 Severance building,439
Los Angeles,313 O T. Johnson building,439
Los Angeles,314 Douglas building,439
Los Angeles,315 Lankershim building,439
Los Angeles,316 Central building,439
Los Angeles,316 Lissner building,439
Los Angeles,317 Henne building,439
Los Angeles,318 Stimson building,439
Los Angeles,318 Wilcox building,439
Los Angeles,3193 penne building,439
Los Angeles,320 Story building,439
Los Angeles,321 W.  Cc. building,439
Los Angeles,321 Wilcox building,439
Los Angeles,324 Grosse building,439
Los Angeles,324 oF Bank. building,439
Los Angeles,325 Lissner building,439
Los Angeles,326 Bradbury building,439
Los Angeles,326 Story building,439
Los Angeles,328 Byrne building,439
Los Angeles,369 Laughlin building,439
Los Angeles,388 H. W. Hellman building,439
Los Angeles,401 Btory building,439
Los Angeles,401 Currier building,439
Los Angeles,401 Wright  Cal. building,439
Los Angeles,402 Trade.  Sav. building,439
Los Angeles,403 Cons. eulty building,439
Los Angeles,404 Story building,439
Los Angeles,406 Bullard building,439
Los Angeles,406 Cons. Realty building,439
Los Angeles,406 Mason building,439
Los Angeles,406 Un. Trade. building,439
Los Angeles,406 Union Trade. building,439
Los Angeles,406 rey. building,439
Los Angeles,4067 Laughlin building,439
Los Angeles,407 Grant building,439
Los Angeles,407 Mason building,439
Los Angeles,4078 Security building,439
Los Angeles,408 Bumiller building,439
Los Angeles,408 Centrul building,439
Los Angeles,408 Stumson building,439
Los Angeles,408 Truet ss building,439
Los Angeles,409 Fay building,439
Los Angeles,410 Lankershim building,439
Los Angeles,413 1. W. Hellman building,439
Los Angeles,414 Bradbury building,439
Los Angeles,41415 Bradbury building,439
Los Angeles,416 Mason building,439
Los Angeles,416 Story building,439
Los Angeles,417 Donglan building,439
Los Angeles,418 Grant building,439
Los Angeles,418 Mason building,439
Los Angeles,419 Bryson building,439
Los Angeles,420 Mason building,439
Los Angeles,420 Story building,439
Los Angeles,421 Grant building,439
Los Angeles,421 Langhiin building,439
Los Angeles,421 Sec. building,439
Los Angeles,421 paughin building,439
Los Angeles,422 Mer. Trade. building,439
Los Angeles,423 Bradbury building,439
Los Angeles,423 Douglas building,439
Los Angeles,426 Byrne building,439
Los Angeles,426 H W. Hell man building,439
Los Angeles,426 cue ies building,439
Los Angeles,428 Mason building,439
Los Angeles,429 Central building,439
Los Angeles,429 Douglas building,439
Los Angeles,431 Central building,439
Los Angeles,431 Security building,439
Los Angeles,434 Cons. Rity. building,439
Los Angeles,434 H. W. Hellman building,439
Los Angeles,434 Laughlin building,439
Los Angeles,440 Douglas building,439
Los Angeles,445 PB. E. building,439
Los Angeles,502 Trade  Sav. building,439
Los Angeles,504 Grant building,439
Los Angeles,510 Johnson building,439
Los Angeles,519 Fay building,439
Los Angeles,519 Story building,439
Los Angeles,520 Higgins building,439
Los Angeles,520 Trade.  S. building,439
Los Angeles,521 Grant building,439
Los Angeles,530 Higgina building,439
Los Angeles,531 Central building,439
Los Angeles,534 Pyne building,439
Los Angeles,540 Byrne building,439
Los Angeles,550 I. W. Hellman building,439
Los Angeles,600 Cons. Rity building,439
Los Angeles,600 Tnlon Trust building,439
Los Angeles,601 Story building,439
Los Angeles,602 Cit. Nat. Bank building,439
Los Angeles,603 Trust  Sav. building,439
Los Angeles,6035 Grant building,439
Los Angeles,604 Mason building,439
Los Angeles,6046 Grant building,439
Los Angeles,606 Central building,439
Los Angeles,6068i0 Trust  Sav. building,439
Los Angeles,607 Fay building,439
Los Angeles,607 I. W. Heliman building,439
Los Angeles,607 Trade.  Sav. building,439
Los Angeles,608 Am. Bank building,439
Los Angeles,608 Exchange building,439
Los Angeles,608 Grant building,439
Los Angeles,610 Delta building,439
Los Angeles,610 Grant building,439
Los Angeles,610 Laughlin building,439
Los Angeles,611 Security building,439
Los Angeles,611 Union Trust building,439
Los Angeles,612 Cons. Really building,439
Los Angeles,612 H. W. Hellman building,439
Los Angeles,614 Exchange building,439
Los Angeles,614 Johnson building,439
Los Angeles,614 Laughlin building,439
Los Angeles,614 Sumson building,439
Los Angeles,616 Amer. Bank building,439
Los Angeles,616 Bumilier building,439
Los Angeles,616 Currier building,439
Los Angeles,616 O. T. Johnson building,439
Los Angeles,616 Union Trade. building,439
Los Angeles,61616 Delta building,439
Los Angeles,618 Lissner building,439
Los Angeles,619 Cons. Realty building,439
Los Angeles,619 Cons. Rity building,439
Los Angeles,619 Grant building,439
Los Angeles,619 H. W. Hellman building,439
Los Angeles,619 Story building,439
Los Angeles,62 City Nat. Bank building,439
Los Angeles,621 Bumiller building,439
Los Angeles,621 Byrne building,439
Los Angeles,621 Central building,439
Los Angeles,621 H. W. Hell man building,439
Los Angeles,622 Grant building,439
Los Angeles,622 H. W. H. building,439
Los Angeles,623 Grant building,439
Los Angeles,624 1. W. H. building,439
Los Angeles,624 1. W. Hell man building,439
Los Angeles,624 Bumilier building,439
Los Angeles,624 Exchange building,439
Los Angeles,626 City Bank building,439
Los Angeles,626 I. W. Hellman building,439
Los Angeles,627 Grosse building,439
Los Angeles,6286 Exchange building,439
Los Angeles,629 Chamber of Com. building,439
Los Angeles,629 Cons. Kealty building,439
Los Angeles,629 Security building,439
Los Angeles,630 Security building,439
Los Angeles,631 J. W. Hellman building,439
Los Angeles,631 Sec. building,439
Los Angeles,631 perpias building,439
Los Angeles,634 Bradbury building,439
Los Angeles,636 H. W. Hellman building,439
Los Angeles,649 P. B. building,439
Los Angeles,653 P. B. building,439
Los Angeles,680 Cons. Realty building,439
Los Angeles,681 Security building,439
Los Angeles,681 fF. W. Hellman building,439
Los Angeles,686 H. W. Hell man building,439
Los Angeles,687 Bradbury building,439
Los Angeles,701 Johnson building,439
Los Angeles,702 Johnston building,439
Los Angeles,702 Trade.  Sav. building,439
Los Angeles,704 Story building,439
Los Angeles,705 Delta building,439
Los Angeles,706 Trust  Sav. building,439
Los Angeles,710 W.  C. building,439
Los Angeles,711 Grosse building,439
Los Angeles,713 Grosse building,439
Los Angeles,719 Central building,439
Los Angeles,720 Mer. Trust building,439
Los Angeles,722 ow building,439
Los Angeles,726 Grosse building,439
Los Angeles,727 Mer. Trust building,439
Los Angeles,728 Story building,439
Los Angeles,729 H. W. Hellman building,439
Los Angeles,731. H. W. Hellman building,439
Los Angeles,732 Security building,439
Los Angeles,739 H. W. Hellman building,439
Los Angeles,781 Grosse building,439
Los Angeles,8. J.. 417 P. DB. building,439
Los Angeles,802 Centra building,439
Los Angeles,802 Story building,439
Los Angeles,804 Bradbury building,439
Los Angeles,804 Trust  Sav. building,439
Los Angeles,80468 Trust  Sav. building,439
Los Angeles,805 ‘Trade.  Sav. building,439
Los Angeles,806 Fay building,439
Los Angeles,806 Laughlin building,439
Los Angeles,806 Severance building,439
Los Angeles,809 H. W. Helimah building,439
Los Angeles,81012 Grust  Sav. building,439
Los Angeles,811 Douglas building,439
Los Angeles,812 Ferguson building,439
Los Angeles,814 Trust  Bav. building,439
Los Angeles,816 Fay building,439
Los Angeles,817 Cons. Rity building,439
Los Angeles,817 Mer. Trade. building,439
Los Angeles,818 H. W.  building,439
Los Angeles,820 Byrne building,439
Los Angeles,821 Laughlin building,439
Los Angeles,824 Douglas building,439
Los Angeles,825 Douglas building,439
Los Angeles,828 Central building,439
Los Angeles,828 Story building,439
Los Angeles,82829 W. P. Story building,439
Los Angeles,829 P. E. building,439
Los Angeles,8303 Bryson building,439
Los Angeles,8310 Am Bank building,439
Los Angeles,8312 Security building,439
Los Angeles,841 Cons. Rity. building,439
Los Angeles,847 Douglas building,439
Los Angeles,901 Stary building,439
Los Angeles,902 Trade.  Sav. building,439
Los Angeles,904806 Higgins building,439
Los Angeles,905 W.  C. building,439
Los Angeles,906 Story building,439
Los Angeles,910 Central building,439
Los Angeles,918 Central building,439
Los Angeles,933 Security building,439
Los Angeles,A. B.. 280 I. W. Hellman building,439
Los Angeles,A. E.. 701 Grant building,439
Los Angeles,A. N.. 322 Security building,439
Los Angeles,A. W.. 602 KH. W. Bellman building,439
Los Angeles,Alex M.. 431 Security building,439
Los Angeles,B. W.. 207 Stimson building,439
Los Angeles,Bank building,439
Los Angeles,Beeorlty. building,439
Los Angeles,Bradbury building,439
Los Angeles,Bryson building,439
Los Angeles,C. F.. 616 Grant building,439
Los Angeles,C. N.. 615 Grant building,439
Los Angeles,C. W.. 4156 Exchange building,439
Los Angeles,Central building,439
Los Angeles,Cham. of Com. building,439
Los Angeles,Chas. A.. 626 Security building,439
Los Angeles,Cit. Nat. Bank building,439
Los Angeles,Citz. Nat. Bank building,439
Los Angeles,Co.. 406 Grant building,439
Los Angeles,Co.. 427 Story building,439
Los Angeles,Co.. 455 Cons. Rity building,439
Los Angeles,Co.. 523 Security building,439
Los Angeles,Co.. O. T. Johnson building,439
Los Angeles,Co.. P. EB. building,439
Los Angeles,Cons. Realty building,439
Los Angeles,Cotton A.. 614 Trust  Sav. building,439
Los Angeles,D.. 40 Cons. Realty building,439
Los Angeles,Delta building,439
Los Angeles,Douglas building,439
Los Angeles,E. Broox. 204 Story building,439
Los Angeles,Est. Co.. 316 Laughlin building,439
Los Angeles,F. B.. 882 P. E. building,439
Los Angeles,F. C.. Union Trust building,439
Los Angeles,F. H.. 715 Story building,439
Los Angeles,Ferguson building,439
Los Angeles,Frank H.. 613 Citz. Bank building,439
Los Angeles,G. 8.. 702 Fay building,439
Los Angeles,G. J.. Co.. 376 Wilcox building,439
Los Angeles,G. Y.. 708 Union Trade. building,439
Los Angeles,G.. 625 Citz. Bank building,439
Los Angeles,Grant building,439
Los Angeles,Grosse building,439
Los Angeles,Grosso building,439
Los Angeles,H. . Heltman building,439
Los Angeles,H. C.. 48738 Copp building,439
Los Angeles,H. W. Heilman building,439
Los Angeles,H. W. Hellman building,439
Los Angeles,Hager. 609 Bumiller building,439
Los Angeles,Harold B.. 406 Laughlin building,439
Los Angeles,Hellman building,439
Los Angeles,Herman H.. 211 Grant building,439
Los Angeles,Holt Co.. 904 Wr.  Call. building,439
Los Angeles,Horace E.. 937 Securlty building,439
Los Angeles,Ind. eaity Co.. Story building,439
Los Angeles,J. 8. Story building,439
Los Angeles,J. B.. 404 Lankershim building,439
Los Angeles,J. B.. 428 Central building,439
Los Angeles,J. H.. 933 Security building,439
Los Angeles,J. L.. 249 Dougtas building,439
Los Angeles,J. P.. 719 Delta building,439
Los Angeles,J. SS. 1016 Wr.  Call. building,439
Los Angeles,J. T.. 1016 Trust  Sav. building,439
Los Angeles,Jacob. 404 P. B. building,439
Los Angeles,Jas.. Mason building,439
Los Angeles,Kerckhoff building,439
Los Angeles,L. V.. WH. W. Hellman building,439
Los Angeles,Lisaner building,439
Los Angeles,Lissner building,439
Los Angeles,Lyceum Theater building,439
Los Angeles,M. 8.. 302 Story building,439
Los Angeles,Mason Opera House building,439
Los Angeles,Mer. Trust building,439
Los Angeles,O. Park. 280 I. W. Hellman building,439
Los Angeles,O. T. Johnson building,439
Los Angeles,P. 8.. oueias building,439
Los Angeles,P. E. building,439
Los Angeles,P. EB. building,439
Los Angeles,P. Rtory building,439
Los Angeles,Pac. Blec. building,439
Los Angeles,R. B..  Co.. 200 Coulter building,439
Los Angeles,R. Frost building,439
Los Angeles,R. H.. 614 H. W. Hellman building,439
Los Angeles,R.. 231 Mason building,439
Los Angeles,RUSH. 8012 Store building,439
Los Angeles,Realty building,439
Los Angeles,Rity building,439
Los Angeles,Sav. building,439
Los Angeles,Security building,439
Los Angeles,Stimson building,439
Los Angeles,Story building,439
Los Angeles,Sydnev. 406 Lauechlin building,439
Los Angeles,T. A.. 418 Bradburv building,439
Los Angeles,T. Johneon building,439
Los Angeles,T. W. T.. 929 Dougtasz building,439
Los Angeles,The. 201 Grant building,439
Los Angeles,Thompson Co.. 310 rey building,439
Los Angeles,Title Inn. building,439
Los Angeles,Tracy N.. 315 Cons. Rity building,439
Los Angeles,Trade. building,439
Los Angeles,Trust  savings building,439
Los Angeles,Union Trust building,439
Los Angeles,Varnon H.. 707 Grant building,439
Los Angeles,W. A. Sec. building,439
Los Angeles,W. H.. 229 I. W. Hellman building,439
Los Angeles,W. Hellman building,439
Los Angeles,W. J.. 416 I. W. Hellman building,439
Los Angeles,W. R.. 202 Wilcox building,439
Los Angeles,Wilcox building,439
Los Angeles,Wilcox building,439
Los Angeles,Will 8.. 327 Johnson building,439
Los Angeles,building,439
Los Angeles,of Com. building,439
Los Angeles,’ 238 Bradbury building,439
Los Angeles,,439
Milwaukee,1000 Majestic building,85
Milwaukee,1004 Pabst building,85
Milwaukee,1011 Pabst building,85
Milwaukee,1031 Railway Ex. building,85
Milwaukee,11 Caswell building,85
Milwaukee,1100 Pabst building,85
Milwaukee,1143 Wells building,85
Milwaukee,12 Fienkigias building,85
Milwaukee,12 Plankinton building,85
Milwaukee,1215 Majestic building,85
Milwaukee,1315 Wells building,85
Milwaukee,1316 Wells building,85
Milwaukee,202 Empire building,85
Milwaukee,206 Mitchell building,85
Milwaukee,206 Montgom ery building,85
Milwaukee,212 Mitchell building,85
Milwaukee,303 Railway Ex. building,85
Milwaukee,304 Ogden building,85
Milwaukee,312 Germanin building,85
Milwaukee,402 Camp building,85
Milwaukee,406 Railway Ex. building,85
Milwaukee,424 Wells building,85
Milwaukee,44 Loan  T. building,85
Milwaukee,44 Loan  Trust building,85
Milwaukee,48 Caswell building,85
Milwaukee,511 Pabst building,85
Milwaukee,601 Railway Ex. building,85
Milwaukee,604 Merrill building,85
Milwaukee,606 Majestic building,85
Milwaukee,608 Merrill building,85
Milwaukee,609 Matthews building,85
Milwaukee,613 Merrill building,85
Milwaukee,614 Merrill building,85
